"","artist.id","artist.popularity"
"383","2t1vHqFELDwweQWM6JYxHG",58
"384","5N9mXRQoidjsUWjowibwqw",47
"385","6gQnbY1egUGK5llcWsrwgE",42
"386","3v9wPA58IVrX2dg6AjSPgi",47
"387","2qPxiZiD34NtmokWN6RoP2",51
"388","3e7awlrlDSwF3iM0WBjGMp",83
"389","6MKNzi38fPQCFRdWOtHqTJ",49
"390","7ahuvq1mbb4idwG1iJbSFG",60
"391","2l35CQqtYRh3d8ZIiBep4v",73
"392","2gBjLmx6zQnFGQJCAQpRgw",78
"393","7jefIIksOi1EazgRTfW2Pk",75
"394","5OgSr6wQteRu9jek5JvnDQ",50
"395","6c9QzUS4FsfkV31t39lnbU",38
"396","6nS5roXSAGhTGr34W6n7Et",81
"397","4fgXfJCQnK6c44u4KzAtQP",62
"398","3hyEbRtp617pNCuuQjyOmc",71
"399","3t5xRXzsuZmMDkQzgOX35S",83
"400","6TQj5BFPooTa08A7pk8AQ1",72
"401","5LuLeXlnT2jFxbx7Cg7j88",60
"402","29iw18MxnVp5gLozO7e2HE",42
"403","5PvWhPEu0aTeImd5QVTSvW",39
"404","6nS5roXSAGhTGr34W6n7Et",81
"405","3ceQN2NVlLg1hgTzljDE4n",59
"406","5JZ7CnR6gTvEMKX4g70Amv",87
"407","3CjlHNtplJyTf9npxaPl5w",81
"408","6nS5roXSAGhTGr34W6n7Et",81
"409","05tyvnDgYMhgagYbUx9td4",48
"410","4KKQvsAWZWMkS1QCuPnajG",41
"411","4SqTiwOEdYrNayaGMkc7ia",70
"412","4WN5naL3ofxrVBgFpguzKo",78
"413","6Paz0vXJJ9bCPf0fEm3qzg",67
"414","2IQDM5URYGYfSMmwhTCmyy",56
"415","3VAxb3UskTNiHAKh4UeOEv",55
"416","3e7awlrlDSwF3iM0WBjGMp",83
"417","26AHtbjWKiwYzsoGoUZq53",73
"418","30kBWK3T10BVkU6WLSeody",32
"419","14UzbliRaDDgssLOBfWxu0",35
"420","2S9W9aSAd7e5mp8WqWxN2h",61
"421","6VxCmtR7S3yz4vnzsJqhSV",63
"422","2wY79sveU1sp5g7SokKOiI",90
"423","1peH5tSqnYm8W6Bo3I5egE",58
"424","02seUFsFQP7TH4hLrTj77o",66
"425","5q6z6GTth6lMbL9I8CAgby",57
"426","6u5mhJXgAKPTj6YVlZSPY9",51
"427","4B2rbEj97bSOuTPsw9px2A",26
"428","4lujUKeO6nQAJXpq37Epn7",56
"429","6XtG9W2KkPiQ6n1rlIvTJE",48
"430","7CIW23FQUXPc1zebnO1TDG",66
"431","5KYcfVCcUgV4d1KP3Wozyx",40
"432","099toTcKJoywTosZr2hHjy",63
"433","4OyRutd80DZC22C4pl63l7",60
"434","0F8GZ29QxpnfOZvM25l7tJ",42
"435","099toTcKJoywTosZr2hHjy",63
"436","06Y4yJmsrlzPrwIG46ce7X",37
"437","6hAUCkzZpoYGObd8qFW5TT",45
"438","4lujUKeO6nQAJXpq37Epn7",56
"439","3Z02hBLubJxuFJfhacLSDc",77
"440","6FxuPrpa8phaP3Xn73emhT",61
"441","02seUFsFQP7TH4hLrTj77o",66
"442","6QFuGrftxjfONIARygYHIe",45
"443","1xLMexpeeTKQ20SwGMaGSK",60
"444","74gcBzlQza1bSfob90yRhR",64
"445","5IL5awl9gUcb2ez9IgmW26",49
"446","6bDfhlhiEEJliB13BqdOIg",22
"447","4orJo2KYI4j5rBsD7mAboN",21
"448","3NTbCfTrDL2WFob27hdLTe",41
"449","1PN1wQSUA0IxfjX6CZy0q4",34
"450","4CHiVarfTsFhkFOk5vHS77",57
"451","5q6z6GTth6lMbL9I8CAgby",57
"452","536osqBGKzeozje8BfcGsa",57
"453","1PJVVIeS5Wu0wbZDhtC0Ht",55
"454","2RP4pPHTXlQpDnO9LvR7Yt",62
"455","54pjCT6b2kZAQuHsS4lR43",21
"456","3qnGvpP8Yth1AqSBMqON5x",75
"457","3fV14PAU0MWFaj0Kt8MDWx",42
"458","0EmUT6i9rTu9ZHy1Tl1iuX",51
"459","5kah03Pzp6s8eD8vRIhdfL",41
"460","3qnGvpP8Yth1AqSBMqON5x",75
"461","5W5bDNCqJ1jbCgTxDD0Cb3",72
"462","7EGwUS3c5dXduO4sMyLWC5",63
"463","6OukdlNSOR1SoGNF7v0d2C",35
"464","3RosuARXNIOfNYoJXR7fzA",41
"465","3fV14PAU0MWFaj0Kt8MDWx",42
"466","7EGwUS3c5dXduO4sMyLWC5",63
"467","3vDpQbGnzRbRVirXlfQagB",61
"468","2UBTfUoLI07iRqGeUrwhZh",60
"469","55N838yCXjxLVkBkIM5pnf",44
"470","7EGwUS3c5dXduO4sMyLWC5",63
"471","5nlQijI9hZ50keRqmLVov1",34
"472","1hcdI2N1023RvSwLzTtdsp",76
"473","3PSH5PsWfZQiD2wieKU0ss",41
"474","1qJKFe32PZgDug1xq1SVAY",24
"475","11GrxvoB2O9fec16HlMSyC",21
"476","6u5mhJXgAKPTj6YVlZSPY9",51
"477","3znXuXT3xkCtjgOxXBBVnq",53
"478","4QIJ2i8I6urte2scKgkVoY",48
"479","022EiWsch2zvty0qBUksDO",53
"480","5M9uSTEp3KvshtnlS9K57I",12
"481","0PFtn5NtBbbUNbU9EAmIWF",76
"482","5Rl15oVamLq7FbSb0NNBNy",86
"483","0jnsk9HBra6NMjO2oANoPY",81
"484","53XhwfbYqKCa1cC15pYq2q",91
"485","45PFOQYLdlasr7Yba6UBUo",32
"486","5gqhueRUZEa7VDnQt4HODp",68
"487","0rZp7G3gIH6WkyeXbrZnGi",69
"488","5gqhueRUZEa7VDnQt4HODp",68
"489","2JgcaYYHEGDqrKKJzuVda5",37
"490","2H8M8TXbgq7ZF676K4Zm2C",42
"491","1Q2mS59tFYLm2KGFoCgWN4",60
"492","30nlCWa2AGaA0j2ZBRfuMf",32
"493","5DGJC3n9DS0Y9eY5ul9y0O",51
"494","4L9xhLgedQ5e9BwaVNunWf",20
"495","0R5BzePlbvG8xTXw0QF3uw",62
"496","0ZVP3hnAdvGoLxTzEVEf6Z",18
"497","5GMZzcgmUwopsHBB7TyCsy",54
"498","6jEiUoyyJNPHzSR0Nib6HX",64
"499","51Blml2LZPmy7TTiAg47vQ",81
"500","3LjhVl7GzYsza1biQjTpaN",68
"501","5qa31A9HySw3T7MKWI9bGg",72
"502","0YkjOpIntNmlG1PNF2dqSy",40
"503","100sLnojEpcadRx4edEBA6",60
"504","0t3QQl52F463sxGXb1ckhB",67
"505","1BhWF9W2PngtPSyobKg0rP",71
"506","5fMUXHkw8R8eOP2RNVYEZX",89
"507","2iUbk5KhZYZt4CRvWbwb7S",62
"508","3t5xRXzsuZmMDkQzgOX35S",83
"509","6e4aHkdDUcsaXPTQdF6Qhn",54
"510","5R3Hr2cnCCjt220Jmt2xLf",71
"511","07YZf4WDAMNwqr4jfgOZ8y",83
"512","4bL2B6hmLlMWnUEZnorEtG",79
"513","23fqKkggKUBHNkbKtXEls4",88
"514","4sTQVOfp9vEMCemLw50sbu",79
"515","6nS5roXSAGhTGr34W6n7Et",81
"516","20gsENnposVs2I4rQ5kvrf",76
"517","521qvhdobR0GzhvU6TFw76",67
"518","738wLrAtLtCtFOLvQBXOXp",81
